player_name,goals,assists,shots,passes,successful_passes,tackles,interceptions,clearances,yellow_cards,red_cards,fouls,pass_accuracy
José Antonio García Calvo,0,0,1,59,44,0,1,22,0,0,2,0.7457627118644068
Luis Carlos Cuartero Lafarga,0,0,0,4,4,0,0,0,0,0,0,1.0
José Manuel Yanguas Calleja,0,0,0,61,45,0,1,3,0,0,1,0.7377049180327869
Victoriano Rivas Álvaro,0,0,1,68,44,0,4,16,0,0,3,0.6470588235294118
Francisco Javier Sánchez Broto,0,0,0,20,10,0,0,0,0,0,0,0.5
Jorge Gonzalez Diaz,0,0,1,24,20,0,0,1,0,0,1,0.8333333333333334
Jaime Asensio De La Fuente,0,0,0,6,5,0,0,0,0,0,1,0.8333333333333334
"Daniel Armand N""Gom Komé",0,1,3,99,86,0,0,0,0,0,10,0.8686868686868687
Antonio Álvarez Pérez,0,0,1,27,20,0,1,4,0,0,5,0.7407407407407407
David García De La Cruz,0,0,0,84,72,0,1,18,0,0,3,0.8571428571428571
Óscar Serrano Rodriguez,1,0,12,183,112,0,3,1,0,0,14,0.6120218579234973
Mauricio Roberto Pochettino Trossero,0,0,2,33,20,0,0,18,0,0,4,0.6060606060606061
José Emilio Amavisca Gárate,0,0,0,17,11,0,1,2,0,0,3,0.6470588235294118
Alex Fernandez Sanchez,0,0,0,12,10,0,0,3,0,0,3,0.8333333333333334
José Moratón Taeño,0,0,0,20,8,0,3,6,0,0,3,0.4
Ayoze Díaz Díaz,0,0,2,161,107,0,6,23,0,0,16,0.6645962732919255
Francisco Borja Enrique Ayesa,0,0,0,12,5,0,0,7,0,0,2,0.4166666666666667
Francisco Javier Casquero Paredes,1,0,5,246,188,0,5,9,0,0,22,0.7642276422764228
Hoalid Regragui,0,0,0,13,9,0,0,0,0,0,1,0.6923076923076923
Chinwendu Ihezuo,0,0,1,7,4,0,1,0,0,0,2,0.5714285714285714
Alice Ogebe,0,0,1,3,3,0,0,0,0,0,0,1.0
Marc Torrejón Moya,0,0,3,171,142,0,10,37,0,0,3,0.8304093567251462
Clemente Juan Rodríguez,0,0,1,42,27,0,4,1,0,0,5,0.6428571428571429
Moisés Hurtado Pérez,0,0,3,163,127,0,4,15,0,0,16,0.7791411042944786
Ángel Martínez Cervera,0,0,2,105,77,0,3,4,0,0,2,0.7333333333333333
Albert Riera Ortega,0,1,1,47,29,0,0,0,0,0,4,0.6170212765957447
Jonatan Soriano Casas,0,0,1,5,2,0,0,0,0,0,0,0.4
Karly Roestbakken,0,0,0,1,0,0,0,0,0,0,0,0.0
Marco Gastón Ruben Rodríguez,2,0,9,70,51,0,3,3,0,0,10,0.7285714285714285
Hipólito Fernández Serrano,0,0,0,104,77,0,7,15,0,0,3,0.7403846153846154
Iago Bouzón Amodeo,0,0,0,101,67,0,4,20,0,0,6,0.6633663366336634
Carlos Jorge Neto Martins,0,1,6,102,72,0,3,2,0,0,3,0.7058823529411765
Enrique Álvarez San Juan,0,0,0,13,9,0,0,7,0,0,2,0.6923076923076923
Javier Camuñas Gallego,0,1,5,224,150,0,7,2,0,0,16,0.6696428571428571
Eduardo Moya Castillo,0,0,0,15,10,0,1,3,0,0,1,0.6666666666666666
Silvestre Manuel Gonçalves Varela,0,0,0,8,6,0,0,0,0,0,1,0.75
Francisco Javier Chica Torres,0,0,0,329,222,0,12,35,1,0,16,0.6747720364741642
Francisco Joaquín Pérez Rufete,0,1,0,42,27,0,2,3,0,0,2,0.6428571428571429
Alexandre Geijo Pazos,0,0,3,56,41,0,0,3,0,0,3,0.7321428571428571
Rahamat Riga Mustapha,1,0,7,64,44,0,0,0,0,0,1,0.6875
Vladan Kujović,0,0,0,27,9,0,0,0,0,0,0,0.3333333333333333
Laurent Courtois,0,0,1,32,26,0,0,0,0,0,0,0.8125
José Manuel Serrano Arenas,0,0,0,17,13,0,2,4,0,0,0,0.7647058823529411
Mathieu Berson,0,0,0,53,43,0,0,4,0,0,8,0.8113207547169812
Saúl Fernández García,0,0,1,21,15,0,0,1,0,0,1,0.7142857142857143
Wesley Sneijder,0,0,4,88,69,0,0,0,0,0,3,0.7840909090909091
Iván Gabriel Heinze,0,0,0,71,59,0,1,2,0,0,5,0.8309859154929577
Ysis Sonkeng,0,0,0,13,3,0,0,0,0,0,0,0.23076923076923078
Joseba Llorente Etxarri,5,0,11,110,74,0,7,0,3,0,9,0.6727272727272727
Sisinio González Martínez,0,0,5,112,75,0,3,2,1,0,10,0.6696428571428571
Alberto Marcos Rey,0,0,0,137,107,0,7,20,0,0,14,0.781021897810219
Alberto López Fernández,0,0,0,20,9,0,0,0,0,0,0,0.45
Víctor Manuel Fernández Gutiérrez,0,0,0,17,15,0,0,0,0,0,1,0.8823529411764706
Óscar Sánchez Fuentes,0,0,0,10,8,0,0,0,0,0,0,0.8
Guillermo Luis Franco Farquarson,0,1,2,38,31,0,0,1,0,0,6,0.8157894736842105
Fabricio Fabio Fuentes,0,0,0,28,14,0,5,13,0,0,3,0.5
Cléber Santana Loureiro,0,0,0,36,34,0,1,1,0,0,0,0.9444444444444444
Fernando Varela Ramos,0,0,6,112,77,0,4,6,0,0,7,0.6875
Angelos Basinas,1,0,1,92,80,0,7,2,0,0,2,0.8695652173913043
Héctor Berenguel del Piño,0,0,1,72,59,0,2,5,0,0,1,0.8194444444444444
Rafael Sastre Reus,0,0,0,80,47,0,6,12,1,0,2,0.5875
Mate Bilić,0,1,5,41,33,0,0,2,0,0,4,0.8048780487804879
Gerard Autet Serrabasa,0,0,0,32,22,0,6,13,1,0,2,0.6875
Andreu Guerao Mayoral,0,0,1,41,34,0,3,5,0,0,3,0.8292682926829268
Sergio Matabuena Delgado,0,0,0,44,35,0,0,6,0,0,7,0.7954545454545454
Francisco José Maldonado Collantes,1,0,3,14,9,0,0,2,0,0,1,0.6428571428571429
Carmelo José González Jiménez,0,0,1,85,54,0,2,0,0,0,10,0.6352941176470588
Jorge García Torre,0,0,0,21,17,0,0,12,0,0,1,0.8095238095238095
Raúl Miguel Cámara,0,0,0,45,30,0,2,16,0,0,6,0.6666666666666666
Diego Castro Giménez,0,1,4,197,136,0,2,8,1,0,24,0.6903553299492385
Sergio Sánchez Sánchez,0,0,0,26,16,0,0,0,0,0,0,0.6153846153846154
Enrique Mateo Montoya,1,0,2,20,14,0,0,0,0,0,5,0.7
Iván Daniel Alonso Vallejo,1,0,7,71,50,0,2,3,0,0,9,0.704225352112676
Román Fernando Martínez,1,0,1,61,39,0,2,5,1,0,8,0.639344262295082
Marco Antonio Simoes Caneira,0,0,0,30,23,0,0,2,0,0,2,0.7666666666666667
Rubén Baraja Vegas,0,0,0,113,91,0,2,4,0,0,6,0.8053097345132744
Timo Hildebrand,0,0,0,22,11,0,0,0,0,0,0,0.5
Salvador Ballesta Vialcho,0,0,5,55,34,0,3,5,0,0,9,0.6181818181818182
Fernando Miguel Fernández Escribano,0,0,3,86,56,0,2,2,0,0,4,0.6511627906976745
Antonio Galdeano Benítez,0,0,1,170,117,0,5,7,1,0,6,0.6882352941176471
Ibán Javier Cuadrado Alonso,0,0,0,51,41,0,6,18,0,0,2,0.803921568627451
Albert Luque Martos,0,0,3,33,16,0,0,0,0,0,3,0.48484848484848486
Hélder Miguel Do Rosario Data,0,0,1,36,28,0,3,15,0,0,2,0.7777777777777778
Iñaki Goitia Peña,0,0,0,19,13,0,0,0,0,0,0,0.6842105263157895
Manuel Gaspar Haro,0,0,1,76,50,0,7,9,0,0,6,0.6578947368421053
Adriano Ferreira Martins,0,0,0,7,5,0,1,0,0,0,0,0.7142857142857143
Ricardo de Oliveira,1,0,8,41,30,0,0,1,0,0,7,0.7317073170731707
Francisco Pavón Barahona,0,0,0,41,35,0,0,6,0,0,2,0.8536585365853658
Jesús María Herrero Gómez,0,0,0,14,10,0,0,3,0,0,2,0.7142857142857143
Giorgios Seitaridis,0,0,1,82,66,0,1,7,0,0,2,0.8048780487804879
Fabiano Eler dos Santos,0,0,0,39,31,0,4,11,0,0,6,0.7948717948717948
Ángel Javier Arizmendi de Lucas,0,0,16,121,77,0,0,3,0,0,10,0.6363636363636364
José Javier Barkero Saludes,2,0,7,128,84,0,1,4,0,0,4,0.65625
Gorka Brit Gallego,0,0,0,23,18,0,1,0,0,0,2,0.782608695652174
Juan Carlos,0,0,1,20,8,0,1,5,0,0,2,0.4
Juan Pablo Colinas Ferreras,0,0,0,139,62,0,0,1,0,0,0,0.4460431654676259
Domingo Nagore Arbizu,0,0,3,50,34,0,3,4,0,0,1,0.68
Mario Martínez Rubio,1,0,2,28,20,0,0,1,0,0,2,0.7142857142857143
Carlos Bellvís Llorens,0,1,0,82,56,0,4,7,0,0,7,0.6829268292682927
Juan Ramón Cabrero Obrer,0,0,0,39,24,0,2,10,0,0,0,0.6153846153846154
César Palacios Chocarro,0,0,0,37,32,0,10,16,0,0,3,0.8648648648648649
Sergio Boris González Monteagudo,0,0,0,18,12,0,4,11,0,0,1,0.6666666666666666
Aliaksandr Hleb,0,3,1,175,136,0,4,0,0,0,10,0.7771428571428571
Álvaro Antón Camarero,0,0,1,3,2,0,0,0,0,0,4,0.6666666666666666
Javier Del Pino González,0,0,2,29,16,0,2,5,0,0,7,0.5517241379310345
Felipe Guréndez Aldanondo,0,0,0,1,1,0,0,0,0,0,0,1.0
Khalid Boulahrouz,0,1,0,29,23,0,2,2,0,0,1,0.7931034482758621
Asier del Horno Cosgaya,0,0,2,49,36,0,2,4,0,0,5,0.7346938775510204
Manuel Henrique Tavares Fernandes,0,0,3,159,129,0,1,1,0,0,5,0.8113207547169812
Renan Brito Soares,0,0,0,87,46,0,0,0,1,0,0,0.5287356321839081
Hedwiges Maduro,1,0,3,155,127,0,6,17,0,0,11,0.8193548387096774
Bruno Cirillo,0,0,0,18,16,0,0,4,0,0,3,0.8888888888888888
Christian Riganò,0,0,2,23,12,0,0,1,0,0,1,0.5217391304347826
Marco Storari,0,0,0,29,22,0,0,1,0,0,0,0.7586206896551724
Emilio José Viqueira Moure,1,0,3,32,27,0,0,0,0,0,0,0.84375
Gustavo Lionel Siviero,0,0,0,24,12,0,0,3,0,0,2,0.5
David Sánchez Rodríguez,0,0,0,46,26,0,0,0,0,0,2,0.5652173913043478
Mikel Aguirregomezkorta Larrea,0,0,0,25,18,0,0,0,0,0,2,0.72
Óscar Montiel Marín,0,0,0,52,35,0,0,2,0,0,1,0.6730769230769231
Pablo Redondo Martínez,0,0,0,44,26,0,0,0,0,0,3,0.5909090909090909
Ronald Louis Gaspercic,0,0,0,24,15,0,0,0,0,0,0,0.625
Sergio Rodríguez García,0,0,1,72,56,0,2,18,0,0,1,0.7777777777777778
Lionel Sebastián Scaloni,0,0,0,18,14,0,1,0,0,0,3,0.7777777777777778
Javier Ángel Balboa Osa,0,0,0,28,20,0,1,1,0,0,3,0.7142857142857143
Marcos García Barreno,1,0,1,52,35,0,1,2,0,0,3,0.6730769230769231
José Enrique de la Sánchez Diaz,0,0,0,40,30,0,1,4,0,0,1,0.75
Alessio Tacchinardi,0,0,0,12,8,0,1,1,0,0,1,0.6666666666666666
Damiano Tommasi,0,0,1,14,8,0,0,1,0,0,2,0.5714285714285714
José Francisco Molina Jiménez,0,0,0,26,16,0,0,0,0,0,0,0.6153846153846154
Luis Manuel Rubiales Béjar,0,0,1,26,21,0,1,7,0,0,1,0.8076923076923077
Narcisse-Olivier Kapo Obou,0,0,2,22,13,0,2,1,0,0,4,0.5909090909090909
Gustavo Enrique Reggi,0,0,3,3,2,0,0,0,0,0,1,0.6666666666666666
Sylvain N''Diayé,0,0,0,7,6,0,0,0,0,0,0,0.8571428571428571
Maris Verpakovskis,0,0,1,17,11,0,0,0,0,0,3,0.6470588235294118
Javier Paredes Arango,0,0,2,151,108,0,6,17,0,0,9,0.7152317880794702
Cosmin Marius Contra,0,0,0,79,66,0,0,0,0,0,5,0.8354430379746836
Roberto Carlos Abbondanzieri,0,0,0,51,29,0,0,0,0,0,0,0.5686274509803921
Valentín Sergio Pachón Mosquero,0,0,2,8,6,0,0,0,0,0,1,0.75
Santiago Wilmer Acasiete Ariadela,0,0,1,124,100,0,8,39,0,0,5,0.8064516129032258
David Cobeño Iglesias,0,0,0,106,68,0,0,0,0,0,0,0.6415094339622641
Albert Crusat Domene,0,0,3,102,70,0,4,4,2,0,3,0.6862745098039216
Bruno Saltor Grau,0,0,0,251,191,0,14,17,0,0,15,0.7609561752988048
Carlos García Badías,0,0,0,102,86,0,7,22,0,0,3,0.8431372549019608
Juan Manuel Ortiz Palazón,0,0,2,168,100,0,7,10,0,0,19,0.5952380952380952
José Ortiz Bernal,0,0,2,11,10,0,0,0,0,0,4,0.9090909090909091
Aitor López Rekarte,0,0,0,23,17,0,0,1,0,0,3,0.7391304347826086
Guillermo Ariel Pereyra,0,0,0,21,17,0,3,4,0,0,3,0.8095238095238095
Sergio Martínez Ballesteros,0,0,0,80,53,0,9,28,0,0,8,0.6625
Víctor Rubén López,0,0,0,31,25,0,2,9,0,0,2,0.8064516129032258
Mikel Aranburu Eizagirre,0,0,3,124,92,0,2,2,0,0,13,0.7419354838709677
Gaizka Garitano Aguirre,0,0,1,37,29,0,0,2,0,0,5,0.7837837837837838
Darko Kovačević,0,0,2,22,14,0,0,1,0,0,4,0.6363636363636364
Íñigo Díaz de Cerio Conejero,0,0,0,8,8,0,0,0,0,0,1,1.0
Branko Ilič,0,0,0,73,56,0,6,10,0,0,5,0.7671232876712328
David Odonkor,0,0,0,11,8,0,0,1,0,0,1,0.7272727272727273
Juan Gutiérrez Moreno,0,0,0,116,99,0,6,37,0,0,4,0.853448275862069
José Isidoro Gómez Torres,0,0,1,84,59,0,2,8,0,0,5,0.7023809523809523
Johann Vogel,0,0,0,40,32,0,0,3,0,0,2,0.8
Juan Alberto Andreu Alvarado,1,0,1,63,36,0,3,36,0,0,4,0.5714285714285714
Luís Eduardo Schmidt,0,0,4,70,49,0,0,4,0,0,6,0.7
Jesús Capitán Prada,0,1,1,96,70,0,4,4,0,0,4,0.7291666666666666
Pedro Gonzalez Contreras Cano,0,0,0,29,13,0,0,0,0,0,0,0.4482758620689655
Marcos dos Santos Assunção,0,1,0,22,18,0,1,1,0,0,4,0.8181818181818182
Rafael Augusto Sóbis do Nascimento,1,0,1,11,8,0,0,0,0,0,1,0.7272727272727273
Robert de Pinho de Souza,0,0,0,12,12,0,0,0,0,0,5,1.0
Pablo González Couñago,0,0,0,14,8,0,0,1,0,0,2,0.5714285714285714
Gerardo García León,0,0,0,31,24,0,0,2,0,0,2,0.7741935483870968
Francesc Arnau,0,0,0,54,20,0,0,0,0,0,0,0.37037037037037035
Vicente Valcarce Cano,0,0,0,39,26,0,0,8,0,0,3,0.6666666666666666
Richard Javier Morales Aguirre,0,0,0,4,2,0,0,0,0,0,0,0.5
Anderson Silva de França,0,0,0,4,3,0,0,0,0,0,3,0.75
Antonio Hidalgo Morilla,0,0,0,2,2,0,0,0,0,0,0,1.0
Jônatas Domingos,0,0,0,8,5,0,0,0,0,0,0,0.625
Marko Babić,0,0,0,35,27,0,1,3,0,0,2,0.7714285714285715
Willian Lanes Lanes de Lima,0,0,0,24,16,0,2,6,0,0,2,0.6666666666666666
Ricardo Alexandre Martins Soares Pereira,0,0,0,70,39,0,0,1,0,0,0,0.5571428571428572
Juan de Dios Prados López,0,0,0,65,48,0,5,2,1,0,5,0.7384615384615385
Leandro Daniel Somoza,0,0,0,25,18,0,2,1,0,0,4,0.72
Hugo Mariano Pavone,0,0,1,15,12,0,1,0,0,0,6,0.8
Arturo García Muñoz,0,0,2,74,60,0,1,9,0,0,3,0.8108108108108109
Koikili Lertxundi Del Campo,0,0,0,192,132,0,9,19,0,0,18,0.6875
Roberto Martínez Rípodas,0,0,1,30,21,0,1,1,0,0,1,0.7
Ion Vélez Martínez,0,0,1,10,8,0,1,0,0,0,1,0.8
Julián de Guzmán,0,0,2,76,69,0,2,4,0,0,3,0.9078947368421053
Adrián López Rodríguez,0,0,0,32,20,0,3,12,0,0,2,0.625
Cristian Hidalgo González,1,0,3,103,78,0,2,2,0,0,7,0.7572815533980582
Francisco Jiménez Tejada,0,0,2,52,35,0,0,0,0,0,8,0.6730769230769231
Gustavo Adolfo Munúa Vera,0,0,0,208,102,0,0,0,0,0,0,0.49038461538461536
Sergio González Soriano,0,0,4,157,123,0,4,3,0,0,9,0.7834394904458599
Sebastián Taborda Ramos,0,0,1,12,6,0,0,2,0,0,2,0.5
Aquivaldo Mosquera Romaña,0,0,0,31,20,0,1,7,0,0,1,0.6451612903225806
Tom De Mul,0,0,0,17,12,0,0,1,0,0,0,0.7058823529411765
Christian Koffi Romaric N''Dri,0,0,1,90,68,0,1,0,0,0,8,0.7555555555555555
Oscar López Hernández,0,0,0,41,25,0,2,8,0,0,7,0.6097560975609756
Daniel Martín Alexandre,0,0,1,23,17,0,0,0,0,0,2,0.7391304347826086
Diego Tardelli Martins,0,0,1,8,6,0,0,1,0,0,1,0.75
Antonio Baltasar Doblas Santana,0,0,0,79,35,0,0,1,0,0,0,0.4430379746835443
Iván Bolado Palacios,0,0,1,25,18,0,0,0,0,0,1,0.72
Mohamed Gasana Tchité,0,0,4,49,33,0,1,1,0,0,4,0.673469387755102
Aldo Pedro Duscher,0,0,2,88,65,0,1,3,0,0,10,0.7386363636363636
Fabio Coltorti,0,0,0,59,37,0,0,0,0,0,0,0.6271186440677966
Pablo Álvarez Nuñez,0,0,0,36,25,0,1,2,0,0,3,0.6944444444444444
Juan Manuel Delgado Moreno,0,0,0,29,24,0,2,6,0,0,4,0.8275862068965517
Jorge Manuel Almeida Gomes de Andrade,0,0,1,22,17,0,1,11,0,0,0,0.7727272727272727
Miguel Ángel Ferrer Martínez,0,0,2,27,18,0,1,1,0,0,2,0.6666666666666666
Daniel Alberto Díaz,0,1,1,212,176,0,23,41,0,0,9,0.8301886792452831
Lucas Matías Licht,0,0,1,48,34,0,1,4,0,0,3,0.7083333333333334
Francisco David Sousa Franquelo,0,0,2,25,15,0,2,0,0,0,1,0.6
Gustavo Nery De Sá Da Silva,0,0,1,7,6,0,0,0,0,0,0,0.8571428571428571
Ebi Smolarek,0,0,1,4,2,0,0,0,0,0,1,0.5
Aitor Ramos Leniz,0,0,1,18,12,0,0,0,0,0,1,0.6666666666666666
José Zahinos,0,0,0,11,10,0,0,1,0,0,1,0.9090909090909091
Tomáš Ujfaluši,0,0,3,167,131,0,9,29,3,0,7,0.7844311377245509
Johnny Heitinga,0,0,0,87,69,0,2,9,1,0,4,0.7931034482758621
Paulo Assunção da Silva,0,1,2,264,207,0,6,7,0,0,20,0.7840909090909091
Íñigo Vélez De Mendizábal Fernández De García,0,0,4,15,11,0,0,1,0,0,2,0.7333333333333333
Álvaro Mejía Pérez,0,0,0,43,38,0,0,0,0,0,0,0.8837209302325582
Alejandro Marañón Pérez,0,0,1,14,6,0,1,4,0,0,3,0.42857142857142855
Juan Cruz Ochoa López,1,0,2,23,21,0,4,1,0,0,2,0.9130434782608695
David Gutiérrez de Coz,0,0,1,24,15,0,1,6,0,0,2,0.625
Enrique de Lucas Martínez,0,1,2,49,34,0,1,0,0,0,5,0.6938775510204082
Stéphane Jean François Pignol,0,0,0,28,25,0,2,11,0,0,0,0.8928571428571429
Daniel Aquino Pintos,0,0,1,28,18,0,0,0,0,0,1,0.6428571428571429
Ricardo Pérez de Zabalza Goytre,0,0,1,26,22,0,0,0,0,0,2,0.8461538461538461
Rosinei Adolfo,0,0,2,17,15,0,0,0,0,0,1,0.8823529411764706
Rafael Romero Serrano,0,0,0,13,9,0,0,1,0,0,1,0.6923076923076923
José Manuel Rueda Sampedro,0,0,1,19,17,0,0,0,0,0,0,0.8947368421052632
Abel Gómez Moreno,1,0,2,54,41,0,2,2,0,0,3,0.7592592592592593
Francisco Javier García Fernández,0,0,2,90,67,0,3,7,0,0,8,0.7444444444444445
Martín Mauricio Astudillo,0,0,2,14,11,0,0,2,0,0,3,0.7857142857142857
Walter Gerardo Pandiani Urquiza,1,0,5,80,50,0,0,1,1,0,10,0.625
Yuka Momiki,0,0,1,14,8,0,0,0,0,0,0,0.5714285714285714
Asier Goiria Etxebarria,0,0,0,14,9,0,0,0,0,0,0,0.6428571428571429
Sergio Ortega González,0,0,0,17,10,0,1,7,0,0,1,0.5882352941176471
Dimas Delgado Morgado,0,0,0,18,14,0,0,0,0,0,1,0.7777777777777778
Carlos Reina Aranda,1,0,8,66,50,0,0,2,0,0,5,0.7575757575757576
Juan Quero Barraso,0,0,0,2,2,0,0,0,0,0,0,1.0
Achille Emaná Edzimbi,0,1,4,43,29,0,1,3,1,0,8,0.6744186046511628
Marco Aurélio Brito Dos Prazeres,0,0,0,63,49,0,1,10,0,0,10,0.7777777777777778
Fernando Vega Torres,0,0,0,68,44,0,4,9,0,0,3,0.6470588235294118
Luciano Fabián Monzón,1,0,1,23,17,0,1,5,0,0,0,0.7391304347826086
Casto Espinosa Barriga,0,0,0,98,53,0,0,0,0,0,0,0.5408163265306123
Jonathan Pereira Rodríguez,1,1,7,47,36,0,0,2,0,0,7,0.7659574468085106
Ivan Marcano Sierra,0,0,0,65,47,0,7,16,0,0,5,0.7230769230769231
Antonio Moral Segura,0,0,1,32,25,0,1,3,0,0,4,0.78125
László Sepsi,0,0,0,46,30,0,3,5,0,0,3,0.6521739130434783
Carlos Lázaro Vallejo,0,0,2,48,35,0,1,3,0,0,1,0.7291666666666666
Justo Wilmar Villar Viveros,0,0,0,30,12,0,0,0,0,0,0,0.4
Vítor Hugo Gomes Passos,0,0,6,43,32,0,1,1,0,0,4,0.7441860465116279
Dmytro Chygrynskiy,0,0,2,692,651,0,5,42,0,0,14,0.9407514450867052
Nivaldo Batista Santana,0,0,0,9,5,0,0,0,0,0,0,0.5555555555555556
Grégory Coupet,0,0,0,29,22,0,0,0,0,0,1,0.7586206896551724
Pablo Daniel Osvaldo,1,0,11,51,41,0,0,0,0,0,9,0.803921568627451
Ben Sahar,0,0,0,2,1,0,0,0,0,0,1,0.5
Sidi Yaya Keita,0,0,0,36,30,0,3,6,0,0,5,0.8333333333333334
Francisco Jesús Pérez Malia,0,0,1,184,131,0,8,21,0,0,7,0.7119565217391305
David Prieto Gálvez,0,0,0,24,19,0,0,4,0,0,0,0.7916666666666666
Jeffren Isaac Suárez Bermúdez,3,1,10,231,185,0,3,5,0,0,7,0.8008658008658008
Leandro Andrés Gioda,0,0,3,25,14,0,4,13,1,0,4,0.56
Carlos Calvo Sobrado,0,0,1,27,12,0,1,1,0,0,3,0.4444444444444444
Vicente Moreno Peris,0,0,0,7,7,0,1,0,0,0,1,1.0
Matías Gustavo Alustiza,0,0,0,1,0,0,0,1,0,0,1,0.0
Jorge Miguel Dias Gonçalves,0,0,0,13,9,0,1,3,0,0,2,0.6923076923076923
Sebastián Eguren Ledesma,0,1,0,80,55,0,1,2,0,0,3,0.6875
Nihat Kahveci,0,0,2,17,14,0,0,0,0,0,1,0.8235294117647058
Juliano Roberto Antonello,0,0,0,8,6,0,1,0,0,0,2,0.75
Ezequiel Luna,0,0,0,49,35,0,3,7,0,0,5,0.7142857142857143
Ricardo León Brito,0,0,0,42,31,0,2,3,0,0,2,0.7380952380952381
Pablo Sicilia Roig,0,0,1,30,21,0,3,10,0,0,9,0.7
Ayoze García Pérez,0,0,1,17,14,0,1,0,0,0,3,0.8235294117647058
Sergio Aragoneses Almeida,0,0,0,51,21,0,0,0,0,0,0,0.4117647058823529
Mikel Alonso Olano,0,0,1,67,46,0,3,1,0,0,5,0.6865671641791045
Juan Luis Hens Lorite,0,0,1,41,21,0,3,0,0,0,3,0.5121951219512195
Telmário de Araújo Sacramento,0,0,0,14,8,0,0,0,0,0,0,0.5714285714285714
Alberto Botía Rabasco,1,0,1,102,66,0,5,25,0,0,11,0.6470588235294118
Cristian Portilla Rodríguez,0,0,1,27,14,0,1,0,0,0,6,0.5185185185185185
Grégory Arnolin,0,0,0,4,3,0,0,5,0,0,3,0.75
Luis Morán Sánchez,0,0,1,50,34,0,1,1,0,0,2,0.68
Lassad Hassen Nouioui,0,0,0,4,1,0,0,0,0,0,0,0.25
Iván Santiago Pérez Maceira,0,0,0,2,1,0,0,0,0,0,0,0.5
Alain Nef,0,0,0,32,26,0,1,5,0,0,1,0.8125
Andrés Lamas Bervejillo,0,0,1,27,22,0,2,7,0,0,0,0.8148148148148148
Sebastián Ricardo Nayar,0,0,2,27,19,0,0,2,0,0,3,0.7037037037037037
Mogammat Nasief Morris,0,0,2,62,45,0,2,21,0,0,1,0.7258064516129032
Ersen Martin,0,0,0,3,2,0,0,0,0,0,1,0.6666666666666666
Kanga Gauthier Akalé,0,0,1,17,10,0,1,0,0,0,0,0.5882352941176471
Vladimir Stojković,0,0,0,112,65,0,0,0,0,0,0,0.5803571428571429
Ángel Dealbert Ibáñez,0,0,1,95,74,0,1,6,0,0,1,0.7789473684210526
Alejandro Damián Domínguez,0,0,4,104,75,0,3,0,1,0,2,0.7211538461538461
Christoph Metzelder,0,0,0,48,34,0,0,9,0,0,3,0.7083333333333334
Royston Ricky Drenthe,0,0,1,33,22,0,1,2,0,0,5,0.6666666666666666
Miguel Palanca Fernández,0,0,1,11,5,0,0,1,0,0,3,0.45454545454545453
José Manuel Flores Moreno,0,0,0,114,93,0,11,16,0,0,6,0.8157894736842105
Hernán Darío Bernardello,0,1,2,135,93,0,6,5,0,0,9,0.6888888888888889
Modeste M''bami,0,0,0,55,45,0,3,1,0,0,5,0.8181818181818182
Guilherme Oliveira Santos,0,0,2,68,48,0,4,8,0,0,3,0.7058823529411765
Humberto Andrés Suazo Pontivo,0,0,0,15,11,0,0,0,0,0,2,0.7333333333333333
Jirí Jarošík,0,0,2,52,40,0,9,16,0,0,1,0.7692307692307693
Matteo Contini,0,2,1,24,19,0,1,7,0,0,4,0.7916666666666666
Óscar Alfredo Ustari,0,0,0,32,24,0,0,0,0,0,0,0.75
Pedro Ríos Maestre,0,0,0,114,74,0,1,3,0,0,7,0.6491228070175439
Krisztián Vadócz,0,0,2,88,59,0,1,5,0,0,12,0.6704545454545454
Masoud Shojaei Soleimani,0,0,3,81,43,0,4,1,0,0,11,0.5308641975308642
Iván Hernández Soto,0,0,2,32,19,0,3,19,0,0,1,0.59375
Julio Álvarez Mosquera,0,0,2,60,45,0,2,0,0,0,1,0.75
Natalio Lorenzo Poquet,0,0,0,2,2,0,0,0,0,0,0,1.0
Henrique Adriano Buss,0,0,0,121,105,0,2,15,0,0,7,0.8677685950413223
Manuel Jesús Arana Rodríguez,0,0,4,84,44,0,2,3,0,0,7,0.5238095238095238
Luis Manuel Villa López,0,0,0,9,6,0,1,0,0,0,0,0.6666666666666666
Ernesto Galán Iñigo,0,0,0,38,27,0,1,5,0,0,0,0.7105263157894737
Raúl Rodríguez Navarro,0,0,1,123,97,0,4,18,0,0,6,0.7886178861788617
Isaías Sánchez Cortés,0,0,0,13,8,0,0,0,0,0,2,0.6153846153846154
Nabil Baha,0,0,2,61,27,0,0,5,0,0,5,0.4426229508196721
Javier Calleja Revilla,0,0,0,57,30,0,1,7,0,0,2,0.5263157894736842
Fernando Ezequiel Cavenaghi,0,0,0,9,9,0,0,0,0,0,0,1.0
Edson Ramos de Silva,0,0,0,24,19,0,2,5,0,0,1,0.7916666666666666
Martí Crespí Pascual,0,0,1,34,27,0,0,15,0,0,2,0.7941176470588235
Kevin Martín García Martínez,0,0,1,18,11,0,0,5,0,0,1,0.6111111111111112
Daniel Toribio Gutiérrez,0,0,0,24,16,0,2,3,0,0,5,0.6666666666666666
Milan Stepanov,0,0,0,5,5,0,0,2,0,0,0,1.0
Manuel Torres Caturla,0,0,0,47,35,0,2,5,0,0,5,0.7446808510638298
Victor Obinna Nsofor,0,1,2,48,39,0,1,2,0,0,1,0.8125
